time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-2-16 12:22:45.562	WT901BLE67(C7:80:21:F9:6E:55)	-3.535	6.030	-1.162	-342.041	639.221	251.465	160.03	-73.92	134.96	-96.187	13.353	-124.233	-0.49924	0.38837	0.69070	0.35034	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:45.694	WT901BLE67(C7:80:21:F9:6E:55)	-3.854	6.561	-4.193	-380.066	685.608	170.776	155.85	-74.36	141.49	-96.187	13.353	-124.233	-0.49924	0.38837	0.69070	0.35034	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:45.768	WT901BLE67(C7:80:21:F9:6E:55)	-4.201	7.128	-7.290	-417.664	731.384	89.417	138.16	-73.41	163.03	-96.187	13.353	-124.233	-0.49924	0.38837	0.69070	0.35034	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:45.882	WT901BLE67(C7:80:21:F9:6E:55)	-4.568	7.729	-10.452	-446.777	770.813	7.751	124.73	-67.90	-179.93	-96.187	13.353	-124.233	-0.49924	0.38837	0.69070	0.35034	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:45.974	WT901BLE67(C7:80:21:F9:6E:55)	-4.954	8.360	-13.677	-471.558	805.664	-74.402	112.94	-58.40	-168.00	-28.020	29.173	3.360	-0.49924	0.38837	0.69070	0.35034	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.89	WT901BLE67(C7:80:21:F9:6E:55)	-5.359	9.019	15.026	-497.681	846.924	-173.279	110.54	-49.52	-174.05	-28.020	29.173	3.360	-0.49924	0.38837	0.69070	0.35034	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.162	WT901BLE67(C7:80:21:F9:6E:55)	-5.796	9.708	11.714	-531.616	903.137	-268.494	111.31	-48.18	-175.64	-28.020	29.173	3.360	-0.35162	0.19989	0.76401	0.50259	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.295	WT901BLE67(C7:80:21:F9:6E:55)	-6.256	10.450	8.263	-560.425	951.782	-357.849	110.86	-47.52	-175.28	-28.020	29.173	3.360	-0.35162	0.19989	0.76401	0.50259	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.369	WT901BLE67(C7:80:21:F9:6E:55)	-6.738	11.233	4.738	-588.989	1005.310	-454.407	112.74	-49.69	-174.02	-28.020	29.173	3.360	-0.35162	0.19989	0.76401	0.50259	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.500	WT901BLE67(C7:80:21:F9:6E:55)	-7.236	12.056	1.137	-614.441	1050.476	-548.645	116.27	-55.50	-173.05	-28.020	29.173	3.360	-0.35162	0.19989	0.76401	0.50259	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.575	WT901BLE67(C7:80:21:F9:6E:55)	-7.749	12.912	-2.538	-631.042	1088.135	-636.475	123.86	-65.32	179.25	-16.640	35.087	-24.020	-0.35162	0.19989	0.76401	0.50259	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.688	WT901BLE67(C7:80:21:F9:6E:55)	-8.275	13.799	-6.279	-649.475	1130.615	-717.346	132.70	-67.98	164.27	-16.640	35.087	-24.020	-0.35162	0.19989	0.76401	0.50259	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.780	WT901BLE67(C7:80:21:F9:6E:55)	-8.828	14.719	-10.083	-680.847	1189.697	-800.964	134.60	-60.81	150.47	-16.640	35.087	-24.020	-0.36047	0.39456	0.71368	0.45267	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.895	WT901BLE67(C7:80:21:F9:6E:55)	-8.973	15.690	-13.961	-701.416	1236.816	-893.677	131.93	-60.38	151.57	-16.640	35.087	-24.020	-0.36047	0.39456	0.71368	0.45267	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:46.968	WT901BLE67(C7:80:21:F9:6E:55)	-9.052	15.947	-14.975	-550.110	1102.783	-322.510	126.54	-65.62	155.37	-16.640	35.087	-24.020	-0.36047	0.39456	0.71368	0.45267	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.101	WT901BLE67(C7:80:21:F9:6E:55)	-9.224	-15.876	-15.657	-451.721	1008.484	113.708	119.92	-69.58	160.52	-16.640	35.087	-24.020	-0.36047	0.39456	0.71368	0.45267	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.174	WT901BLE67(C7:80:21:F9:6E:55)	-9.554	-15.489	14.864	-402.283	964.539	365.295	113.59	-71.82	165.71	-89.013	14.167	-98.580	-0.36047	0.39456	0.71368	0.45267	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.310	WT901BLE67(C7:80:21:F9:6E:55)	-9.903	-14.695	11.927	-424.561	1021.484	288.147	106.17	-72.28	173.21	-89.013	14.167	-98.580	-0.36047	0.39456	0.71368	0.45267	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.380	WT901BLE67(C7:80:21:F9:6E:55)	-10.268	-13.854	8.927	-446.838	1079.468	213.379	99.68	-70.58	-176.76	-89.013	14.167	-98.580	-0.45059	0.31616	0.65356	0.51938	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.496	WT901BLE67(C7:80:21:F9:6E:55)	-10.646	-12.969	5.870	-465.271	1131.897	138.916	98.67	-63.67	-171.44	-89.013	14.167	-98.580	-0.45059	0.31616	0.65356	0.51938	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.586	WT901BLE67(C7:80:21:F9:6E:55)	-11.031	-12.046	2.750	-477.051	1173.950	63.171	97.27	-53.94	-169.66	-89.013	14.167	-98.580	-0.45059	0.31616	0.65356	0.51938	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.700	WT901BLE67(C7:80:21:F9:6E:55)	-11.426	-11.089	-0.434	-489.319	1236.633	-37.964	99.81	-46.55	-179.53	-89.013	14.167	-98.580	-0.45059	0.31616	0.65356	0.51938	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.774	WT901BLE67(C7:80:21:F9:6E:55)	-11.539	-10.078	-3.696	-501.404	1292.114	-115.967	99.36	-44.41	177.35	-31.707	26.593	17.480	-0.45059	0.31616	0.65356	0.51938	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.911	WT901BLE67(C7:80:21:F9:6E:55)	-11.539	-9.783	-4.633	-418.518	1180.115	303.894	91.41	-46.96	-177.56	-31.707	26.593	17.480	-0.45059	0.31616	0.65356	0.51938	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:47.980	WT901BLE67(C7:80:21:F9:6E:55)	-11.742	-9.783	-4.633	-344.666	1068.054	729.065	82.79	-48.87	-172.05	-31.707	26.593	17.480	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.116	WT901BLE67(C7:80:21:F9:6E:55)	-12.020	-9.137	-6.569	-342.346	1100.769	747.009	80.97	-48.45	-170.91	-31.707	26.593	17.480	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.187	WT901BLE67(C7:80:21:F9:6E:55)	-12.307	-8.228	-9.200	-352.905	1169.800	673.706	84.09	-50.16	-169.43	-31.707	26.593	17.480	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.300	WT901BLE67(C7:80:21:F9:6E:55)	-12.598	-7.268	-11.891	-362.183	1227.600	599.731	83.76	-55.40	-162.76	-31.707	26.593	17.480	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.394	WT901BLE67(C7:80:21:F9:6E:55)	-12.890	-6.267	-14.639	-364.197	1270.630	530.457	78.18	-65.67	-156.43	-31.707	26.593	17.480	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.506	WT901BLE67(C7:80:21:F9:6E:55)	-13.191	-5.233	14.563	-366.943	1312.805	472.412	77.24	-69.30	-167.66	-55.073	23.320	-86.547	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.581	WT901BLE67(C7:80:21:F9:6E:55)	-13.423	-4.145	11.717	-381.042	1397.644	408.508	83.95	-68.05	178.84	-55.073	23.320	-86.547	-0.32062	0.26724	0.61279	0.67093	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.714	WT901BLE67(C7:80:21:F9:6E:55)	-13.718	-3.282	9.518	-367.615	1412.048	454.590	80.00	-67.99	-178.35	-55.073	23.320	-86.547	-0.36798	0.42059	0.53879	0.63031	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.787	WT901BLE67(C7:80:21:F9:6E:55)	-14.017	-2.126	6.654	-370.850	1478.394	389.038	75.86	-67.26	-173.48	-55.073	23.320	-86.547	-0.36798	0.42059	0.53879	0.63031	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.920	WT901BLE67(C7:80:21:F9:6E:55)	-14.319	-0.918	3.743	-376.282	1540.466	330.200	79.72	-61.74	-172.73	-55.073	23.320	-86.547	-0.36798	0.42059	0.53879	0.63031	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:48.992	WT901BLE67(C7:80:21:F9:6E:55)	-14.620	0.335	0.782	-378.052	1590.271	265.564	86.94	-51.82	-175.92	-31.200	29.000	-5.867	-0.36798	0.42059	0.53879	0.63031	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.106	WT901BLE67(C7:80:21:F9:6E:55)	-14.915	1.623	-2.234	-373.718	1629.578	191.833	81.73	-40.96	178.88	-31.200	29.000	-5.867	-0.36798	0.42059	0.53879	0.63031	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.200	WT901BLE67(C7:80:21:F9:6E:55)	-15.179	2.964	-5.315	-366.394	1712.280	113.220	81.70	-39.57	174.66	-31.200	29.000	-5.867	-0.36798	0.42059	0.53879	0.63031	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.314	WT901BLE67(C7:80:21:F9:6E:55)	-15.466	4.229	-8.161	-362.061	1774.658	44.250	81.02	-38.66	175.25	-31.200	29.000	-5.867	-0.18723	0.27203	0.60715	0.72263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.388	WT901BLE67(C7:80:21:F9:6E:55)	-15.748	5.676	-11.354	-356.079	1841.248	-25.879	83.08	-37.64	178.29	-31.200	29.000	-5.867	-0.18723	0.27203	0.60715	0.72263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.520	WT901BLE67(C7:80:21:F9:6E:55)	15.976	7.172	-14.603	-349.854	1899.597	-96.008	84.28	-37.87	-176.95	-31.200	29.000	-5.867	-0.18723	0.27203	0.60715	0.72263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.593	WT901BLE67(C7:80:21:F9:6E:55)	15.706	8.714	14.093	-341.736	1955.383	-164.185	85.51	-38.46	-174.90	-22.360	31.447	-7.153	-0.18723	0.27203	0.60715	0.72263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.725	WT901BLE67(C7:80:21:F9:6E:55)	15.445	10.300	10.734	-332.153	-1989.990	-230.774	85.22	-38.79	-174.23	-22.360	31.447	-7.153	-0.18723	0.27203	0.60715	0.72263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.799	WT901BLE67(C7:80:21:F9:6E:55)	15.193	11.933	7.322	-320.862	-1929.443	-299.072	84.87	-38.83	-174.87	-22.360	31.447	-7.153	-0.25912	0.22058	0.64346	0.68558	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:49.914	WT901BLE67(C7:80:21:F9:6E:55)	14.954	13.613	3.855	-307.861	-1869.812	-368.225	84.29	-40.02	-174.59	-22.360	31.447	-7.153	-0.25912	0.22058	0.64346	0.68558	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.6	WT901BLE67(C7:80:21:F9:6E:55)	14.727	15.340	0.332	-291.748	-1812.195	-439.697	82.56	-43.58	-173.69	-22.360	31.447	-7.153	-0.25912	0.22058	0.64346	0.68558	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.121	WT901BLE67(C7:80:21:F9:6E:55)	14.511	-14.887	-3.248	-276.672	-1756.714	-509.277	81.32	-49.88	-174.50	-22.360	31.447	-7.153	-0.25912	0.22058	0.64346	0.68558	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.194	WT901BLE67(C7:80:21:F9:6E:55)	14.308	-13.071	-6.879	-262.451	-1702.820	-572.083	79.69	-54.97	-177.37	-22.360	31.447	-7.153	-0.25912	0.22058	0.64346	0.68558	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.327	WT901BLE67(C7:80:21:F9:6E:55)	14.118	-11.210	-10.563	-246.399	-1645.569	-637.024	77.16	-57.97	179.78	-6.020	40.253	-44.040	-0.25912	0.22058	0.64346	0.68558	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.399	WT901BLE67(C7:80:21:F9:6E:55)	13.943	-9.310	-14.298	-229.065	-1605.591	-699.768	67.85	-58.96	175.82	-6.020	40.253	-44.040	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.532	WT901BLE67(C7:80:21:F9:6E:55)	13.788	-7.359	13.915	-205.261	-1524.292	-767.761	72.94	-58.05	163.75	-6.020	40.253	-44.040	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.605	WT901BLE67(C7:80:21:F9:6E:55)	13.650	-5.355	10.074	-182.434	-1461.182	-832.947	73.00	-56.92	165.22	-6.020	40.253	-44.040	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.722	WT901BLE67(C7:80:21:F9:6E:55)	13.527	-3.300	6.184	-162.476	-1402.405	-891.174	76.26	-51.22	167.83	-6.020	40.253	-44.040	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.822	WT901BLE67(C7:80:21:F9:6E:55)	13.420	-1.202	2.245	-145.935	-1353.455	-953.979	84.92	-40.24	164.23	-6.020	40.253	-44.040	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:50.926	WT901BLE67(C7:80:21:F9:6E:55)	13.337	0.934	-1.747	-119.751	-1308.777	-1027.161	83.93	-28.08	164.00	-28.113	29.420	-1.827	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.0	WT901BLE67(C7:80:21:F9:6E:55)	13.284	3.102	-5.799	-79.651	-1255.615	-1109.619	78.91	-23.72	156.72	-28.113	29.420	-1.827	-0.20313	0.44839	0.46939	0.73297	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.131	WT901BLE67(C7:80:21:F9:6E:55)	13.257	5.321	-9.913	-52.002	-1198.303	-1175.537	78.23	-22.44	155.82	-28.113	29.420	-1.827	0.03503	0.27411	0.57605	0.76923	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.205	WT901BLE67(C7:80:21:F9:6E:55)	13.256	7.587	-14.082	-17.822	-1137.878	-1244.446	78.90	-23.83	162.64	-28.113	29.420	-1.827	0.03503	0.27411	0.57605	0.76923	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.323	WT901BLE67(C7:80:21:F9:6E:55)	13.282	9.896	13.693	17.456	-1092.285	-1321.106	79.62	-31.45	168.40	-28.113	29.420	-1.827	0.03503	0.27411	0.57605	0.76923	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.424	WT901BLE67(C7:80:21:F9:6E:55)	13.327	12.238	9.408	42.847	-1052.979	-1387.695	75.62	-42.48	169.61	-28.113	29.420	-1.827	0.03503	0.27411	0.57605	0.76923	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.526	WT901BLE67(C7:80:21:F9:6E:55)	13.396	14.611	5.072	67.749	-1012.756	-1446.350	71.76	-49.55	160.05	-44.913	29.600	-94.687	0.03503	0.27411	0.57605	0.76923	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.625	WT901BLE67(C7:80:21:F9:6E:55)	13.464	-14.969	0.694	105.774	-943.665	-1504.700	75.30	-49.74	149.27	-44.913	29.600	-94.687	0.03503	0.27411	0.57605	0.76923	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.731	WT901BLE67(C7:80:21:F9:6E:55)	13.590	-13.230	-2.408	136.536	-1039.124	-1147.461	66.42	-51.36	155.08	-44.913	29.600	-94.687	-0.07108	0.45563	0.40131	0.79132	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.807	WT901BLE67(C7:80:21:F9:6E:55)	13.745	-10.839	-6.549	176.208	-984.436	-1205.627	65.62	-50.31	158.58	-44.913	29.600	-94.687	-0.07108	0.45563	0.40131	0.79132	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:51.937	WT901BLE67(C7:80:21:F9:6E:55)	13.926	-8.406	-10.734	210.205	-933.472	-1257.446	69.83	-45.06	159.11	-44.913	29.600	-94.687	-0.07108	0.45563	0.40131	0.79132	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.12	WT901BLE67(C7:80:21:F9:6E:55)	14.133	-5.937	-14.963	241.577	-893.677	-1314.392	75.94	-34.89	155.50	-26.000	31.547	-10.567	-0.07108	0.45563	0.40131	0.79132	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.127	WT901BLE67(C7:80:21:F9:6E:55)	14.372	-3.437	12.760	279.236	-856.506	-1379.883	74.94	-24.26	151.33	-26.000	31.547	-10.567	-0.07108	0.45563	0.40131	0.79132	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.225	WT901BLE67(C7:80:21:F9:6E:55)	14.655	-0.909	8.428	328.979	-815.002	-1451.721	71.53	-20.17	142.00	-26.000	31.547	-10.567	-0.07108	0.45563	0.40131	0.79132	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.332	WT901BLE67(C7:80:21:F9:6E:55)	14.974	1.661	4.043	373.718	-765.869	-1509.277	70.07	-19.48	141.13	-26.000	31.547	-10.567	0.17392	0.31796	0.49081	0.79224	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.430	WT901BLE67(C7:80:21:F9:6E:55)	15.330	4.268	-0.388	422.424	-718.628	-1570.435	73.09	-19.80	143.59	-26.000	31.547	-10.567	0.17392	0.31796	0.49081	0.79224	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.538	WT901BLE67(C7:80:21:F9:6E:55)	15.719	6.909	-4.870	465.820	-679.993	-1633.362	75.67	-22.55	146.39	-26.000	31.547	-10.567	0.17392	0.31796	0.49081	0.79224	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.613	WT901BLE67(C7:80:21:F9:6E:55)	-15.857	9.578	-9.402	508.667	-646.179	-1696.533	75.07	-28.93	148.81	-26.000	31.547	-10.567	0.17392	0.31796	0.49081	0.79224	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.744	WT901BLE67(C7:80:21:F9:6E:55)	-15.404	12.275	-13.983	548.706	-609.680	-1754.333	72.99	-37.56	148.62	-24.400	32.833	-21.753	0.17392	0.31796	0.49081	0.79224	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.827	WT901BLE67(C7:80:21:F9:6E:55)	-14.912	14.999	13.391	582.275	-583.252	-1806.885	65.04	-42.58	145.29	-24.400	32.833	-21.753	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:52.933	WT901BLE67(C7:80:21:F9:6E:55)	-14.456	-14.242	8.728	641.663	-526.978	-1857.849	66.38	-42.40	138.87	-24.400	32.833	-21.753	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.28	WT901BLE67(C7:80:21:F9:6E:55)	-13.913	-11.846	4.737	651.917	-670.593	-1345.459	56.66	-44.81	144.92	-24.400	32.833	-21.753	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.138	WT901BLE67(C7:80:21:F9:6E:55)	-13.330	-9.167	0.439	705.933	-632.446	-1394.287	56.74	-43.99	146.16	-24.400	32.833	-21.753	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.212	WT901BLE67(C7:80:21:F9:6E:55)	-12.710	-6.458	-3.893	751.465	-595.642	-1437.073	60.64	-39.74	145.25	-24.400	32.833	-21.753	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.345	WT901BLE67(C7:80:21:F9:6E:55)	-12.057	-3.723	-8.264	795.471	-567.322	-1486.755	65.97	-31.54	140.93	-29.013	30.987	-16.867	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.428	WT901BLE67(C7:80:21:F9:6E:55)	-11.361	-0.966	-12.673	836.914	-543.823	-1541.199	66.21	-21.14	135.11	-29.013	30.987	-16.867	0.08353	0.46295	0.37738	0.79761	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.551	WT901BLE67(C7:80:21:F9:6E:55)	-10.612	1.808	14.869	909.668	-514.893	-1598.877	63.12	-19.85	127.10	-29.013	30.987	-16.867	0.29541	0.35834	0.39490	0.79263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.628	WT901BLE67(C7:80:21:F9:6E:55)	-9.820	4.609	10.371	963.318	-483.826	-1649.048	63.32	-18.78	127.78	-29.013	30.987	-16.867	0.29541	0.35834	0.39490	0.79263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.738	WT901BLE67(C7:80:21:F9:6E:55)	-8.981	7.434	5.832	1018.494	-454.590	-1699.341	65.47	-19.07	130.45	-29.013	30.987	-16.867	0.29541	0.35834	0.39490	0.79263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.833	WT901BLE67(C7:80:21:F9:6E:55)	-8.104	10.279	1.250	1073.975	-433.472	-1756.714	67.33	-23.69	136.14	-29.013	30.987	-16.867	0.29541	0.35834	0.39490	0.79263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:53.944	WT901BLE67(C7:80:21:F9:6E:55)	-7.188	13.139	-3.377	1120.117	-415.588	-1809.326	63.70	-32.67	141.12	-20.393	33.793	-19.900	0.29541	0.35834	0.39490	0.79263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.29	WT901BLE67(C7:80:21:F9:6E:55)	-6.237	-15.984	-8.042	1166.626	-395.386	-1854.004	60.27	-39.38	139.74	-20.393	33.793	-19.900	0.29541	0.35834	0.39490	0.79263	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.150	WT901BLE67(C7:80:21:F9:6E:55)	-5.318	-13.091	-12.741	1233.337	-360.840	-1889.954	53.61	-40.11	134.92	-20.393	33.793	-19.900	0.18188	0.44467	0.26862	0.83481	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.230	WT901BLE67(C7:80:21:F9:6E:55)	-4.475	-10.437	14.953	1292.847	-345.886	-1939.819	53.87	-40.71	131.34	-20.393	33.793	-19.900	0.18188	0.44467	0.26862	0.83481	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.357	WT901BLE67(C7:80:21:F9:6E:55)	-3.432	-8.091	11.361	1271.973	-533.569	-1305.542	43.13	-42.71	139.08	-20.393	33.793	-19.900	0.18188	0.44467	0.26862	0.83481	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.432	WT901BLE67(C7:80:21:F9:6E:55)	-2.343	-5.312	7.103	1334.839	-517.029	-1343.750	47.21	-42.03	137.94	-36.013	30.813	-50.660	0.18188	0.44467	0.26862	0.83481	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.544	WT901BLE67(C7:80:21:F9:6E:55)	-1.214	-2.518	2.814	1387.390	-501.770	-1380.920	53.62	-35.96	133.73	-36.013	30.813	-50.660	0.18188	0.44467	0.26862	0.83481	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.639	WT901BLE67(C7:80:21:F9:6E:55)	-0.051	0.285	-1.508	1431.641	-492.554	-1425.171	58.07	-27.27	125.94	-36.013	30.813	-50.660	0.18188	0.44467	0.26862	0.83481	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.750	WT901BLE67(C7:80:21:F9:6E:55)	1.175	3.093	-5.868	1479.431	-488.403	-1477.356	52.77	-20.92	114.40	-36.013	30.813	-50.660	0.39917	0.38831	0.29559	0.77612	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.831	WT901BLE67(C7:80:21:F9:6E:55)	2.450	5.906	-10.264	1561.523	-478.516	-1515.137	52.90	-20.90	112.85	-36.013	30.813	-50.660	0.39917	0.38831	0.29559	0.77612	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:54.957	WT901BLE67(C7:80:21:F9:6E:55)	3.778	8.726	-14.691	1627.747	-470.154	-1553.162	53.35	-20.60	113.52	-36.013	30.813	-50.660	0.39917	0.38831	0.29559	0.77612	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.33	WT901BLE67(C7:80:21:F9:6E:55)	5.153	11.552	12.849	1691.711	-465.759	-1597.046	55.27	-21.51	118.50	-36.013	30.813	-50.660	0.39917	0.38831	0.29559	0.77612	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.163	WT901BLE67(C7:80:21:F9:6E:55)	6.568	14.380	8.353	1743.958	-465.820	-1643.921	54.87	-26.87	124.28	-24.013	31.493	-10.440	0.39917	0.38831	0.29559	0.77612	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.237	WT901BLE67(C7:80:21:F9:6E:55)	8.025	-14.792	3.819	1795.166	-463.440	-1686.218	49.88	-35.57	128.25	-24.013	31.493	-10.440	0.25543	0.43774	0.18460	0.84198	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.350	WT901BLE67(C7:80:21:F9:6E:55)	9.528	-11.964	-0.746	1843.018	-463.501	-1725.220	41.43	-42.41	127.38	-24.013	31.493	-10.440	0.25543	0.43774	0.18460	0.84198	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.444	WT901BLE67(C7:80:21:F9:6E:55)	10.752	-9.131	-5.333	1918.274	-458.618	-1753.723	40.64	-44.01	121.16	-24.013	31.493	-10.440	0.25543	0.43774	0.18460	0.84198	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.556	WT901BLE67(C7:80:21:F9:6E:55)	12.251	-6.899	-8.915	1841.370	-681.458	-1055.176	28.76	-46.86	128.60	-24.013	31.493	-10.440	0.25543	0.43774	0.18460	0.84198	28.5	0.00	0.000	10080.1.13	90
2026-2-16 12:22:55.633	WT901BLE67(C7:80:21:F9:6E:55)	13.798	-4.247	-12.970	1906.250	-688.354	-1084.351	30.53	-45.93	128.45	-24.013	31.493	-10.440	0.25543	0.43774	0.18460	0.84198	28.5	0.00	0.000	10080.1.13	90
